ProteinID,ProteinGroupID,PROTINFER(ID_24400),PROTINFER(ID_24399),PROTINFER(ID_24398),PROTINFER(ID_24397),Fasta ID,CommonName,Mol.Wt.,pI,NumSeq,#Seq(ID_24400),#Ion(ID_24400),#U.Ion(ID_24400),SC(ID_24400),SC_Norm(ID_24400),#Seq(ID_24399),#Ion(ID_24399),#U.Ion(ID_24399),SC(ID_24399),SC_Norm(ID_24399),#Seq(ID_24398),#Ion(ID_24398),#U.Ion(ID_24398),SC(ID_24398),SC_Norm(ID_24398),#Seq(ID_24397),#Ion(ID_24397),#U.Ion(ID_24397),SC(ID_24397),SC_Norm(ID_24397)
24069446,1683,*,*,*,-,GL50803_14895,,72163.13,5.11,8,7,9,9,20,20,1,1,1,3,3,4,4,4,10,19,0,0,0,0,0
24069077,1755,*,*,-,-,GL50803_16321,,292071.6,5.05,8,6,6,6,12,12,7,7,7,12,14,0,0,0,0,0,0,0,0,0,0
24066667,1765,*,*,-,-,GL50803_15076,,36380.14,5.54,8,4,5,5,20,20,7,8,8,26,30,0,0,0,0,0,0,0,0,0,0
24049986,1795,*,*,-,-,GL50803_10221,,37913.18,9.39,8,5,5,5,13,13,8,9,9,33,38,0,0,0,0,0,0,0,0,0,0
24065406,1801,*,-,*,-,GL50803_33689,,78644.7,5.8,8,7,7,2,11,11,0,0,0,0,0,5,6,1,22,43,0,0,0,0,0
24065402,1807,*,*,*,*,GL50803_95192,,124350.49,5.84,8,5,5,5,15,15,6,6,6,14,16,1,1,1,2,4,1,1,1,2,14
24067621,1841,*,*,*,*,GL50803_86821,,39894.87,9.14,8,3,3,3,5,5,8,8,8,17,19,1,1,1,2,4,1,1,1,1,7
24067626,1843,*,*,*,*,GL50803_11950,,20161.61,10.49,8,8,8,8,21,21,7,7,7,21,24,5,5,5,22,43,2,2,2,8,55
24070271,1879,*,*,-,-,GL50803_16237,,76824.26,5.31,8,4,4,4,6,6,6,6,6,8,9,0,0,0,0,0,0,0,0,0,0
24067685,1883,*,*,*,-,GL50803_93551,,128508.26,5.39,8,5,6,6,15,15,2,2,2,2,2,5,6,6,13,25,0,0,0,0,0
24062941,1885,*,*,-,-,GL50803_16928,,43506.33,8.85,8,5,5,5,8,8,7,9,9,22,25,0,0,0,0,0,0,0,0,0,0
24064058,1992,*,*,*,*,GL50803_15483,,42473.9,9.28,8,5,6,6,15,15,8,11,11,26,30,4,4,4,10,19,2,2,2,6,42
24062070,1994,*,*,*,-,GL50803_14346,,131061.7,4.92,8,5,5,5,11,11,6,6,6,11,13,1,1,1,1,2,0,0,0,0,0
24066258,2018,*,*,-,-,GL50803_5294,,92575.72,6.71,8,7,7,7,10,10,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
24064825,2023,*,*,*,-,GL50803_17627,,143831.3,6.07,8,5,6,6,15,15,8,8,8,13,15,2,2,2,4,8,0,0,0,0,0
24070202,2063,*,*,*,*,GL50803_93294,,138987.55,4.89,8,7,8,8,15,15,6,6,6,12,14,4,4,4,18,35,2,2,2,9,62
24069314,30,*,*,*,*,GL50803_8172,,43329.25,4.94,7,6,6,6,13,13,6,6,6,8,9,4,4,4,10,19,1,1,1,1,7
24063106,79,*,*,*,-,GL50803_15304,,166275.39,6.13,7,2,2,2,3,3,7,8,8,12,14,1,1,1,1,2,0,0,0,0,0
24069778,167,*,*,*,*,GL50803_6939,,70019.4,5.52,7,3,4,4,11,11,2,2,2,7,8,4,5,5,17,33,2,2,2,2,14
24063172,176,*,*,*,*,GL50803_4259,,30431.19,5.6,7,5,5,5,10,10,6,6,6,14,16,2,2,2,5,10,1,1,1,6,42
24066366,240,*,#NAME?,-,-,GL50803_94478,,216515.44,6.56,7,5,5,2,9,9,3,3,0,7,8,0,0,0,0,0,0,0,0,0,0
24070113,340,*,*,*,-,GL50803_5346,,55114.36,5.99,7,5,5,5,7,7,2,2,2,2,2,4,4,4,8,15,0,0,0,0,0
24066875,371,*,*,*,-,GL50803_29487,,25776.76,8.71,7,6,7,5,13,13,5,6,4,13,15,2,2,2,8,15,0,0,0,0,0
24067155,372,*,*,*,-,GL50803_14915,,21885,9.65,7,6,6,6,10,10,7,8,8,20,23,1,1,1,1,2,0,0,0,0,0
24064102,493,*,*,*,-,GL50803_10969,,36762.31,6.03,7,6,6,6,14,14,2,2,2,2,2,5,5,5,9,17,0,0,0,0,0
24014719,505,*,-,*,*,GL50803_22855,,47664.61,9.38,7,5,5,5,6,6,0,0,0,0,0,6,6,6,16,31,2,2,2,3,21
24064126,512,*,-,*,-,GL50803_16969,,18713.2,5.42,7,4,4,4,7,7,0,0,0,0,0,6,6,6,18,35,0,0,0,0,0
24065335,529,*,*,*,-,GL50803_40244,,11331.09,9.91,7,5,6,6,14,14,6,8,8,17,19,1,1,1,2,4,0,0,0,0,0
24063000,535,*,-,*,-,GL50803_15297,,36623.89,6.35,7,6,6,6,17,17,0,0,0,0,0,6,6,6,20,39,0,0,0,0,0
24068569,538,*,*,*,-,GL50803_17192,,265305.12,5.81,7,5,5,5,8,8,6,6,6,9,10,1,1,1,1,2,0,0,0,0,0
24069241,598,*,-,*,-,GL50803_3910,,13723.7,5.01,7,7,7,4,28,28,0,0,0,0,0,3,3,1,12,23,0,0,0,0,0
24056558,610,*,-,*,-,GL50803_4149,,49568.87,5.49,7,6,6,6,12,12,0,0,0,0,0,1,1,1,3,6,0,0,0,0,0
24070033,704,*,*,-,-,GL50803_16574,,125553.11,5.83,7,4,4,4,9,9,7,7,7,10,11,0,0,0,0,0,0,0,0,0,0
24069625,750,*,*,*,*,GL50803_7766,,28071.85,4.71,7,6,6,6,27,27,1,1,1,3,3,3,3,3,18,35,1,1,1,1,7
24066764,766,*,*,*,*,GL50803_14497,,26712.4,5.58,7,6,6,6,19,19,1,1,1,1,1,6,7,7,22,43,1,1,1,1,7
24062726,820,*,*,*,-,GL50803_137695,,97249.28,5.15,7,5,5,5,11,11,4,4,4,4,5,3,3,3,11,21,0,0,0,0,0
24070018,850,*,*,*,-,GL50803_16375,,60109.99,5.46,7,5,5,5,8,8,1,1,1,1,1,2,2,2,6,12,0,0,0,0,0
24070406,867,*,*,-,-,GL50803_15104,,78680.88,8.02,7,4,4,4,8,8,7,8,8,18,21,0,0,0,0,0,0,0,0,0,0
24062712,895,*,*,*,*,GL50803_8064,,14596.02,8.67,7,6,6,5,16,16,5,5,4,9,10,5,5,4,27,52,1,1,1,1,7
24066744,927,*,-,*,*,GL50803_102813,,36988.96,6.33,7,4,4,2,9,9,0,0,0,0,0,7,8,5,23,44,1,1,1,1,7
24066749,929,*,*,*,-,GL50803_17255,,73713.99,5.73,7,6,6,6,22,22,5,5,5,14,16,2,2,2,6,12,0,0,0,0,0
24066709,976,*,*,-,-,GL50803_8468,,32688.79,9.04,7,6,7,7,24,24,7,8,8,25,29,0,0,0,0,0,0,0,0,0,0
24064875,1027,*,*,*,-,GL50803_4507,,99351.15,5.42,7,6,6,6,12,12,2,2,2,3,3,2,2,2,5,10,0,0,0,0,0
24067392,1044,*,*,*,*,GL50803_16504,,97343.97,6.44,7,6,6,6,12,12,2,2,2,2,2,5,5,5,13,25,2,2,2,3,21
24069526,1106,*,-,*,-,GL50803_15099,,23203.48,6.16,7,5,6,6,11,11,0,0,0,0,0,4,5,5,15,29,0,0,0,0,0
24066551,1147,*,*,*,*,GL50803_10698,,85288.82,5.47,7,6,8,8,23,23,7,8,8,14,16,3,4,4,8,15,2,2,2,3,21
24009926,1158,*,*,*,-,GL50803_16902,,109298.22,6.12,7,6,6,6,10,10,6,6,6,11,13,1,1,1,3,6,0,0,0,0,0
24065531,1208,*,*,*,-,GL50803_7323,,22904.89,5.01,7,3,3,3,10,10,6,6,6,17,19,3,3,3,7,14,0,0,0,0,0
24067739,1210,*,*,*,-,GL50803_17005,,95567.5,9.51,7,2,2,2,3,3,7,7,7,8,9,1,1,1,1,2,0,0,0,0,0
24069994,1214,*,*,*,-,GL50803_7789,,21765.05,8.47,7,4,4,4,16,16,7,7,7,19,22,1,1,1,2,4,0,0,0,0,0
24069502,1280,*,*,*,-,GL50803_16044,,19911.36,6.96,7,7,8,8,21,21,5,5,5,12,14,1,1,1,2,4,0,0,0,0,0
24062855,1330,*,*,*,*,GL50803_10570,,38873.12,6.44,7,7,8,8,16,16,6,6,6,11,13,5,5,5,16,31,4,4,4,8,55
24062850,1332,*,*,*,*,GL50803_4652,,17598.5,10.5,7,6,7,7,29,29,5,7,7,29,33,3,3,3,15,29,1,1,1,2,14
24018759,1336,*,*,*,-,GL50803_5649,,37353.66,8.88,7,4,4,4,6,6,1,1,1,2,2,5,5,5,20,39,0,0,0,0,0
24064900,1360,*,*,*,*,GL50803_14584,,109943.36,4.15,7,5,6,6,14,14,4,4,4,8,9,4,4,4,11,21,1,1,1,3,21
24070327,1392,*,*,*,-,GL50803_15376,,322819.66,6.24,7,4,4,4,7,7,5,6,6,7,8,2,2,2,3,6,0,0,0,0,0
24067251,1496,*,*,*,-,GL50803_13747,,21935.89,8.75,7,6,7,7,16,16,7,10,10,23,26,4,4,4,21,41,0,0,0,0,0
24064363,1505,*,*,-,-,GL50803_11775,,179882.31,5.73,7,4,4,3,6,6,5,5,4,6,7,0,0,0,0,0,0,0,0,0,0
24064364,1506,*,*,-,-,GL50803_7569,,21262.36,7.84,7,6,7,7,21,21,7,8,8,26,30,0,0,0,0,0,0,0,0,0,0
24067261,1566,*,*,*,*,GL50803_10919,,15383.63,8.68,7,2,2,2,3,3,4,5,5,10,11,7,7,7,21,41,1,1,1,3,21
24063218,1601,*,*,*,-,GL50803_87677,,133215.1,6.45,7,2,2,2,3,3,1,1,1,1,1,5,5,4,8,15,0,0,0,0,0
24063750,1620,*,*,*,-,GL50803_9058,,50512.89,5.14,7,6,6,6,9,9,4,4,4,4,5,1,1,1,1,2,0,0,0,0,0
24061913,1712,*,*,*,*,"GL50803_135003,GL50803_135002,GL50803_135001",,11099.86,10.75,7,6,6,6,19,19,7,7,7,27,31,1,1,1,1,2,1,1,1,1,7
24061918,1716,*,-,*,*,GL50803_12162,,60763.83,8.07,7,3,3,3,7,7,0,0,0,0,0,5,5,5,15,29,1,1,1,2,14
24068799,1760,*,-,*,-,GL50803_8174,,93943.81,5.32,7,3,3,3,5,5,0,0,0,0,0,6,7,7,16,31,0,0,0,0,0
24070274,1866,*,*,*,-,GL50803_16575,,120334.8,8.33,7,1,1,1,2,2,6,6,6,9,10,1,1,1,1,2,0,0,0,0,0
24062538,1916,*,*,*,-,GL50803_13528,,71639.9,5.58,7,5,5,5,6,6,5,5,5,5,6,1,1,1,2,4,0,0,0,0,0
24062985,1958,*,*,*,-,GL50803_29327,,22842.19,8.78,7,5,5,5,8,8,3,3,3,5,6,2,2,2,3,6,0,0,0,0,0
24066293,1971,*,*,*,-,GL50803_15228,,14748.34,10.22,7,7,8,8,22,22,6,8,8,35,40,2,2,2,3,6,0,0,0,0,0
24066952,2002,*,*,*,*,GL50803_22291,,52374.34,6.12,7,5,5,5,7,7,7,8,8,13,15,2,2,2,3,6,1,1,1,1,7
24052784,2012,*,*,*,-,GL50803_17352,,48881.16,9.57,7,4,4,4,11,11,6,7,7,20,23,1,1,1,1,2,0,0,0,0,0
24064831,2033,*,*,*,-,GL50803_13825,,107936.38,5.99,7,3,3,3,5,5,5,5,5,6,7,1,1,1,1,2,0,0,0,0,0
24066911,6,*,*,-,-,GL50803_11613,,20432.83,6.65,6,4,5,5,13,13,6,7,7,22,25,0,0,0,0,0,0,0,0,0,0
24069319,32,*,*,*,-,GL50803_16298,,15103.65,9.75,6,5,5,5,11,11,5,5,5,6,7,3,3,3,9,17,0,0,0,0,0
24065203,72,*,*,*,*,GL50803_4349,,24717.21,4.93,6,5,5,5,12,12,3,3,3,6,7,4,4,4,7,14,1,1,1,2,14
24064203,84,*,-,*,*,GL50803_11486,,31843.96,5.8,6,5,5,5,9,9,0,0,0,0,0,3,3,3,11,21,1,1,1,1,7
24063150,91,*,*,*,*,GL50803_5947,,13889.09,10.05,6,6,6,6,20,20,5,5,5,13,15,3,3,3,19,37,3,3,3,10,69
24063552,118,*,*,*,-,GL50803_12999,,24237.07,5.3,6,5,5,5,13,13,6,8,8,25,29,2,2,2,6,12,0,0,0,0,0
24069794,133,*,*,-,-,GL50803_17155,,67618.66,6.59,6,4,4,4,7,7,5,6,6,8,9,0,0,0,0,0,0,0,0,0,0
24063146,136,*,*,*,-,GL50803_5883,,62563.86,9.7,6,2,3,3,8,8,2,3,3,5,6,6,6,6,11,21,0,0,0,0,0
24063144,138,*,*,-,*,GL50803_16433,,69727.29,6.15,6,2,2,2,3,3,6,7,7,22,25,0,0,0,0,0,1,1,1,1,7
24069774,166,*,*,-,-,GL50803_16795,,57017.74,8.97,6,5,6,2,24,24,2,3,1,11,13,0,0,0,0,0,0,0,0,0,0
24069781,168,*,-,*,-,GL50803_9348,,87601.75,6.58,6,3,3,3,8,8,0,0,0,0,0,3,4,4,7,14,0,0,0,0,0
24070078,179,*,*,*,-,GL50803_16460,,134132.17,6.49,6,5,5,4,7,7,1,1,1,1,1,2,2,2,3,6,0,0,0,0,0
24069374,192,*,*,*,-,GL50803_25238,,71133.93,7.62,6,2,2,2,4,4,6,7,7,10,11,1,1,1,1,2,0,0,0,0,0
24069370,196,*,*,*,-,GL50803_16766,,65970.7,6.08,6,5,5,5,6,6,1,1,1,1,1,2,3,3,4,8,0,0,0,0,0
24066326,198,*,*,-,-,GL50803_28954,,59183.38,7.13,6,5,5,5,11,11,6,8,8,21,24,0,0,0,0,0,0,0,0,0,0
24062641,211,*,*,*,-,GL50803_16929,,58862.39,5.27,6,5,6,6,22,22,2,2,2,2,2,3,3,3,7,14,0,0,0,0,0
785957,213,*,*,*,*,sp|HBB_HUMAN|,,15867.22,6.81,6,1,1,1,1,1,1,1,1,1,1,4,4,4,10,19,6,7,7,13,90
24069736,217,*,*,-,-,GL50803_14322,,64177.93,8.11,6,5,5,5,9,9,4,5,5,13,15,0,0,0,0,0,0,0,0,0,0
24066398,229,*,*,*,-,GL50803_91252,,66627.22,5.99,6,5,5,5,9,9,6,7,7,10,11,1,1,1,1,2,0,0,0,0,0
24065717,244,*,*,*,*,GL50803_5845,,19413.47,10.31,6,2,2,2,14,14,5,5,5,13,15,3,3,3,4,8,1,1,1,1,7
24062603,280,*,*,*,-,GL50803_14669,,64749.48,5.29,6,5,5,5,15,15,6,6,6,21,24,1,1,1,1,2,0,0,0,0,0
24070529,301,*,*,*,-,GL50803_5010,,39775.96,6.27,6,5,5,5,10,10,3,3,3,7,8,3,3,3,6,12,0,0,0,0,0
24070103,320,*,*,*,-,GL50803_16717,,28619.96,6.54,6,5,5,2,17,17,1,1,1,2,2,4,4,1,16,31,0,0,0,0,0
24067558,392,*,*,-,-,GL50803_12057,,101156.43,7.79,6,2,2,2,2,2,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0
24066825,410,*,*,*,-,GL50803_17558,,136510.77,6.08,6,4,4,4,7,7,3,3,3,5,6,3,3,3,6,12,0,0,0,0,0
24066833,416,*,*,*,*,GL50803_14019,,33056.27,5.12,6,4,4,3,24,24,3,3,1,9,10,4,5,4,26,50,1,1,1,4,28
24066838,419,*,*,-,-,GL50803_16518,,121735.75,5.44,6,3,3,3,3,3,5,5,5,7,8,0,0,0,0,0,0,0,0,0,0
24067518,431,*,*,-,-,GL50803_113024,,41561.62,5.49,6,6,7,1,24,24,5,6,1,25,29,0,0,0,0,0,0,0,0,0,0
24067513,432,*,*,-,-,GL50803_21897,,249614.58,5.79,6,5,5,5,11,11,5,5,5,8,9,0,0,0,0,0,0,0,0,0,0
24065391,451,*,*,*,-,GL50803_113554,,50228.75,7.59,6,5,6,6,15,15,3,3,3,6,7,2,2,2,2,4,0,0,0,0,0
24064103,486,*,*,*,*,GL50803_24662,,57067.08,5.54,6,4,4,4,10,10,1,1,1,2,2,3,3,3,13,25,2,2,2,3,21
24064101,492,*,*,*,-,GL50803_10971,,68898.13,9.59,6,5,5,5,12,12,6,6,6,10,11,1,1,1,1,2,0,0,0,0,0
24067457,511,*g,*g,=,=,GL50803_112801,,76442.87,5.38,6,1,1,1,1,1,1,1,1,1,1,5,5,0,13,25,6,6,0,20,138
24063004,522,*,*,*,-,GL50803_15154,,23572.29,9.47,6,3,3,3,6,6,6,6,6,12,14,1,1,1,1,2,0,0,0,0,0
24020246,540,*,*,-,-,GL50803_5784,,120600.8,6.33,6,4,4,4,6,6,5,6,6,14,16,0,0,0,0,0,0,0,0,0,0
24066412,541,*g,*g,*,*,GL50803_137618,,88660.58,5.74,6,1,1,1,1,1,1,1,1,1,1,4,4,1,5,10,5,5,0,8,55
24063043,586,*,*,-,-,GL50803_14633,,115320.34,6.57,6,1,2,2,3,3,6,6,6,15,17,0,0,0,0,0,0,0,0,0,0
24066456,602,*,*,*,-,GL50803_104173,,133603.16,7.85,6,4,4,4,7,7,3,3,3,3,3,3,3,3,5,10,0,0,0,0,0
24063993,614,*,-,*,-,GL50803_87058,,55666.58,6.01,6,2,2,2,2,2,0,0,0,0,0,4,4,4,6,12,0,0,0,0,0
24062692,642,*,-,*,-,GL50803_2101,,14385.79,5.7,6,5,5,5,11,11,0,0,0,0,0,3,3,3,7,14,0,0,0,0,0
24066480,649,*,*,*,-,GL50803_113365,,221071.95,7.26,6,2,2,2,7,7,1,1,1,1,1,5,5,5,7,14,0,0,0,0,0
24063978,664,*,*,*,-,GL50803_13000,,39505.37,4.56,6,6,7,7,25,25,4,5,5,20,23,1,1,1,2,4,0,0,0,0,0
24066488,688,*,*,*,-,GL50803_16659,,46157.31,5.81,6,4,4,4,8,8,4,4,4,5,6,2,2,2,3,6,0,0,0,0,0
24070032,702,*,*,-,-,GL50803_16573,,68402.89,9.18,6,4,4,4,21,21,6,8,8,34,39,0,0,0,0,0,0,0,0,0,0
24066493,711,*,-,*,-,GL50803_4383,,83938.05,5.56,6,2,2,2,2,2,0,0,0,0,0,6,6,6,11,21,0,0,0,0,0
24070045,727,*,*,*,-,GL50803_16364,,99004.7,8.19,6,6,6,6,8,8,2,2,2,3,3,1,1,1,1,2,0,0,0,0,0
24062771,746,*,*,*,-,GL50803_37985,,118679.13,5.4,6,2,3,1,4,4,5,6,2,8,9,3,3,2,4,8,0,0,0,0,0
24070448,759,*,*,*,-,GL50803_8429,,44807.42,5.15,6,4,4,4,11,11,6,6,6,14,16,2,2,2,4,8,0,0,0,0,0
24068929,773,*,*,*,-,GL50803_112557,,88910.79,4.13,6,4,4,4,9,9,1,1,1,4,5,4,4,4,8,15,0,0,0,0,0
24025415,776,*,-,*,-,GL50803_91056,,47619.9,8.54,6,2,2,2,4,4,0,0,0,0,0,6,6,6,17,33,0,0,0,0,0
24068936,784,*,*,*,-,GL50803_9196,,33875.65,5.99,6,5,6,6,11,11,3,3,3,5,6,2,2,2,3,6,0,0,0,0,0
24062756,794,*,*,*,-,GL50803_10181,,85260.4,5.74,6,3,3,3,10,10,6,6,6,11,13,1,1,1,2,4,0,0,0,0,0
24051098,826,*,*,*,*,GL50803_104685,,20223.63,4.73,6,6,6,6,34,34,5,5,5,22,25,2,2,2,17,33,2,2,2,8,55
24067092,837,*,*,*,-,GL50803_14049,,15947.85,11.05,6,4,5,5,10,10,6,7,7,17,19,2,2,2,4,8,0,0,0,0,0
24063524,845,*,-,*,-,GL50803_14971,,76284.87,5.39,6,2,2,2,5,5,0,0,0,0,0,4,4,4,5,10,0,0,0,0,0
24066791,857,*,*,-,-,GL50803_6022,,14051.17,9.07,6,5,5,5,10,10,5,6,6,13,15,0,0,0,0,0,0,0,0,0,0
24064987,971,*,*,*,-,GL50803_3042,,62545.19,6.14,6,3,3,3,8,8,5,5,5,6,7,3,4,4,6,12,0,0,0,0,0
24005766,1013,*,*,*,-,GL50803_102034,,108209.21,5.71,6,4,4,4,5,5,2,2,2,2,2,5,5,5,11,21,0,0,0,0,0
24069107,1043,*,*,-,*,GL50803_16318,,220482.44,4.69,6,2,2,2,2,2,6,6,6,10,11,0,0,0,0,0,1,1,1,1,7
24065006,1050,*,*,*,*g,GL50803_3861,,45227.69,5.84,6,5,5,5,17,17,1,1,1,1,1,3,3,2,10,19,1,1,1,1,7
24063865,1074,=,*,-,-,GL50803_137726,,216444.2,6.55,6,3,3,0,6,6,4,4,1,8,9,0,0,0,0,0,0,0,0,0,0
24069912,1076,*,*,*,-,GL50803_12116,,97738.51,5.71,6,3,3,3,6,6,6,6,6,10,11,1,1,1,2,4,0,0,0,0,0
24069153,1088,*,-,*,-,GL50803_114246,,45385.04,7.08,6,4,4,4,5,5,0,0,0,0,0,5,6,6,16,31,0,0,0,0,0
24069943,1094,-,*,-,-,GL50803_16734,,295750.47,7.89,6,0,0,0,0,0,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0
24066574,1104,*,*,-,-,GL50803_17216,,93628.61,6.13,6,4,4,3,9,9,4,4,3,11,13,0,0,0,0,0,0,0,0,0,0
24066563,1124,*,*,-,-,GL50803_4602,,33265.66,9.19,6,4,4,4,13,13,6,6,6,25,29,0,0,0,0,0,0,0,0,0,0
24069961,1128,*,*,-,-,GL50803_17283,,168404.92,6.02,6,3,3,3,3,3,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0
24069585,1138,*,*,*,-,GL50803_86761,,79064.03,4.97,6,4,4,4,7,7,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0
24069156,1166,*,*,*,-,GL50803_17448,,144980.2,8.26,6,4,4,4,5,5,2,2,2,3,3,3,3,3,5,10,0,0,0,0,0
24070379,1216,*,*,*,*,GL50803_15260,,16691.99,11.7,6,3,3,3,8,8,6,8,8,19,22,2,2,2,3,6,1,1,1,1,7
24070344,1235,*,*,*,-,GL50803_16279,,75316.13,7,6,4,4,4,5,5,5,5,5,6,7,1,1,1,2,4,0,0,0,0,0
24067752,1243,*,*,*,*,GL50803_15046,,15584.26,10.76,6,6,7,7,23,23,5,6,6,15,17,3,3,3,14,27,2,2,2,5,35
24069083,1252,*,*,-,-,GL50803_11220,,38625.56,5.78,6,4,4,4,9,9,6,6,6,13,15,0,0,0,0,0,0,0,0,0,0
24068828,1292,*,-,*,-,GL50803_6563,,23200.35,6.52,6,6,6,6,13,13,0,0,0,0,0,3,3,3,7,14,0,0,0,0,0
24064928,1340,*,-,*,-,GL50803_10623,,73844.74,5.71,6,4,5,5,11,11,0,0,0,0,0,4,4,4,5,10,0,0,0,0,0
24062874,1356,*,*,*,*,GL50803_17163,,18043.76,8.42,6,4,4,4,6,6,1,1,1,1,1,5,5,5,26,50,2,2,2,3,21
24064964,1393,*,*,-,-,GL50803_137641,,55006.11,8.54,6,3,3,3,5,5,6,6,6,12,14,0,0,0,0,0,0,0,0,0,0
24065084,1430,*,*,*,*,GL50803_17617,,28895.56,8.81,6,5,5,5,7,7,5,6,6,16,18,1,1,1,3,6,1,1,1,1,7
24064954,1447,*,*,*,-,GL50803_23552,,13089.43,9.72,6,5,5,5,12,12,5,5,5,14,16,1,1,1,2,4,0,0,0,0,0
24069489,1455,*,*,*,-,GL50803_91398,,37168.44,6.16,6,3,3,3,5,5,5,6,6,13,15,2,2,2,4,8,0,0,0,0,0
24069494,1475,*,*,*,*,GL50803_8444,,73714.51,8.51,6,4,4,4,8,8,6,6,6,12,14,2,2,2,7,14,1,1,1,2,14
24064357,1483,*,*,-,-,GL50803_23185,,173485.02,6.15,6,6,6,6,7,7,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
24066234,1526,*,-,*,-,GL50803_17568,,59787.89,6.59,6,1,1,1,3,3,0,0,0,0,0,6,6,6,14,27,0,0,0,0,0
24064065,1539,*,-,*,-,GL50803_6896,,31280.45,4.87,6,3,3,3,7,7,0,0,0,0,0,3,3,3,7,14,0,0,0,0,0
24064093,1564,*,*,*,*,GL50803_9824,,24113.15,6.7,6,5,5,5,10,10,1,1,1,1,1,5,6,6,18,35,1,1,1,2,14
24067267,1573,*,*,*,-,GL50803_13007,,53945.6,6.59,6,4,4,4,7,7,5,5,5,9,10,1,1,1,4,8,0,0,0,0,0
24062478,1591,*,*,-,-,GL50803_103878,,305542.2,6.28,6,4,4,4,7,7,4,4,4,6,7,0,0,0,0,0,0,0,0,0,0
23989071,1594,*,*,*,-,GL50803_11434,,27450.79,5.03,6,5,5,5,21,21,3,3,3,4,5,6,6,6,21,41,0,0,0,0,0
24069428,1639,*,*,*,*,GL50803_6671,,73361.6,5.06,6,4,4,4,8,8,5,5,5,7,8,2,2,2,7,14,1,1,1,3,21
24015140,1694,*,-,*,-,GL50803_22850,,41096.13,5.98,6,5,5,5,8,8,0,0,0,0,0,5,5,5,10,19,0,0,0,0,0
24039096,1708,*,-,*,-,GL50803_7260,,35465.71,6.32,6,6,6,6,21,21,0,0,0,0,0,4,4,4,36,70,0,0,0,0,0
24062484,1754,*,*,*,*,GL50803_10856,,32753.83,6.84,6,4,4,4,6,6,6,6,6,10,11,1,1,1,2,4,1,1,1,2,14
24062509,1788,*,*,*,*,GL50803_14622,,26588.21,11.45,6,6,6,6,21,21,4,4,4,14,16,4,4,4,20,39,2,2,2,4,28
24062514,1793,*,*,*,-,GL50803_89347,,230454.95,6.36,6,3,3,3,3,3,1,2,2,2,2,4,4,4,4,8,0,0,0,0,0
24063693,1816,*,*,*,-,GL50803_10802,,129736.25,5.05,6,6,8,8,13,13,5,6,6,12,14,3,3,3,3,6,0,0,0,0,0
24063670,1850,*,*,*,-,GL50803_22454,,18459.92,8.96,6,4,6,6,22,22,6,8,8,26,30,1,1,1,1,2,0,0,0,0,0
24070270,1876,*,*,*,*,GL50803_6133,,17453.88,10.34,6,6,6,6,21,21,6,6,6,15,17,6,6,6,26,50,2,2,2,7,48
24067689,1881,*,*,*,*,GL50803_8360,,49511.11,6.5,6,4,4,4,5,5,1,1,1,2,2,4,4,4,13,25,1,1,1,1,7
24062939,1886,*,*,*,-,GL50803_8382,,30008.89,9.26,6,5,7,7,17,17,6,7,7,22,25,1,1,1,1,2,0,0,0,0,0
24062927,1903,*,*,*,-,GL50803_9848,,10447.97,6.9,6,6,8,8,26,26,4,6,6,23,26,2,3,3,16,31,0,0,0,0,0
24020850,1980,*,*,*,*,GL50803_11540,,56338.45,8.5,6,2,2,2,9,9,6,7,7,22,25,2,2,2,6,12,2,2,2,4,28
24066946,1985,*,*,*,-,GL50803_21331,,44243.83,6.53,6,4,4,4,9,9,3,3,3,3,3,1,1,1,3,6,0,0,0,0,0
24045397,2027,*,*,*,-,GL50803_16779,,32760.97,5.03,6,4,4,3,17,17,3,3,1,9,10,4,4,3,12,23,0,0,0,0,0
24070208,2054,*,*,*,-,GL50803_16312,,110562.29,6.6,6,4,6,6,12,12,1,1,1,1,1,4,4,4,5,10,0,0,0,0,0
24070219,2071,*,-,*,-,GL50803_8445,,66983.26,8.2,6,4,4,4,4,4,0,0,0,0,0,3,3,3,7,14,0,0,0,0,0
24065264,13,*,*,*,-,GL50803_15995,,183215.56,5.27,5,1,1,1,3,3,3,3,3,3,3,1,1,1,1,2,0,0,0,0,0
24065258,20,*,-,*,-,GL50803_6184,,39064.66,6.14,5,4,5,5,17,17,0,0,0,0,0,3,4,4,22,43,0,0,0,0,0
24065239,41,*,*,-,-,GL50803_16963,,305352.25,5.33,5,3,3,3,5,5,3,3,3,4,5,0,0,0,0,0,0,0,0,0,0
24064250,62,*,-,*,-,GL50803_101534,,31413.52,8.84,5,3,3,3,10,10,0,0,0,0,0,5,5,4,21,41,0,0,0,0,0
24064207,88,*,*,*,*,GL50803_23004,,17945.26,5.13,5,5,5,5,7,7,2,2,2,4,5,2,2,2,6,12,1,1,1,4,28
24066300,109,*,*,-,-,GL50803_13550,,21723.47,6.32,5,2,2,2,2,2,5,6,6,11,13,0,0,0,0,0,0,0,0,0,0
