ProteinID,ProteinGroupID,PROTINFER(ID_24332),PROTINFER(ID_24331),PROTINFER(ID_24330),PROTINFER(ID_24329),Fasta ID,CommonName,Mol.Wt.,pI,NumSeq,#Seq(ID_24332),#Ion(ID_24332),#U.Ion(ID_24332),SC(ID_24332),SC_Norm(ID_24332),#Seq(ID_24331),#Ion(ID_24331),#U.Ion(ID_24331),SC(ID_24331),SC_Norm(ID_24331),#Seq(ID_24330),#Ion(ID_24330),#U.Ion(ID_24330),SC(ID_24330),SC_Norm(ID_24330),#Seq(ID_24329),#Ion(ID_24329),#U.Ion(ID_24329),SC(ID_24329),SC_Norm(ID_24329)
24067476,464,*,-,*,-,GL50803_14017,,89726.13,4.7,8,1,1,1,2,2,0,0,0,0,0,8,9,9,20,20,0,0,0,0,0
24068569,507,*,-,*,-,GL50803_17192,,265305.12,5.81,8,8,9,9,11,13,0,0,0,0,0,5,5,5,7,7,0,0,0,0,0
24063951,532,-,-,*,*,GL50803_4197,,39315.76,5.67,8,0,0,0,0,0,0,0,0,0,0,8,9,9,16,16,2,2,2,4,10
24063958,537,*,-,*,-,GL50803_9503,,34840.22,6.67,8,8,10,10,37,42,0,0,0,0,0,7,9,9,27,27,0,0,0,0,0
24056558,572,*,*,*,*,GL50803_4149,,49568.87,5.49,8,1,1,1,1,1,1,1,1,1,5,7,7,7,9,9,2,2,2,4,10
24070027,643,*,*,*,*,GL50803_13272,,40411.23,5.9,8,2,2,2,2,2,2,2,2,6,28,8,9,9,24,24,2,3,3,11,28
24068915,796,*,*,*,*,GL50803_12139,,75884.23,5.44,8,2,2,2,3,3,2,2,2,2,9,5,6,6,10,10,5,5,5,9,23
24066743,858,-,-,*,*,GL50803_9276,,50500.05,5.06,8,0,0,0,0,0,0,0,0,0,0,6,6,6,7,7,6,6,6,10,25
24066511,929,*,*,*,*,GL50803_15204,,22772.32,9.21,8,7,8,8,25,29,1,1,1,2,9,8,8,8,28,28,2,2,2,5,13
24067355,951,*,*,*,*,GL50803_11354,,30098.56,5.37,8,3,3,3,11,13,1,1,1,3,14,8,8,8,28,28,2,2,2,9,23
24069537,1006,*,*,*,*,GL50803_6170,,32890.89,6.06,8,8,11,11,24,27,1,1,1,2,9,6,6,6,8,8,1,1,1,1,3
24063848,1092,*,*,*,*,GL50803_14827,,18064.08,10.46,8,7,8,8,14,16,1,1,1,1,5,8,11,11,33,33,1,1,1,1,3
24065531,1130,*,*,*,*,GL50803_7323,,22904.89,5.01,8,7,8,8,18,21,3,3,3,5,23,7,7,7,15,15,4,4,4,6,15
24068845,1236,*,-,*,-,GL50803_86680,,108747.85,4.62,8,8,8,8,14,16,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
24053114,1264,*,-,*,-,GL50803_11125,,49952.81,6.08,8,8,10,10,26,30,0,0,0,0,0,5,6,6,13,13,0,0,0,0,0
24065579,1296,*,-,*,-,GL50803_24880,,98879.75,4.2,8,3,3,3,10,11,0,0,0,0,0,8,8,8,19,19,0,0,0,0,0
24067301,1306,*,*,*,-,GL50803_16367,,62008.56,4.83,8,5,5,5,6,7,1,1,1,1,5,3,3,3,4,4,0,0,0,0,0
24070321,1315,*,*,*,*,GL50803_16322,,63070.34,4.29,8,4,4,4,5,6,2,2,2,7,33,7,8,8,21,21,3,3,3,9,23
24069479,1381,*,-,*,*,GL50803_9077,,124089.68,5.99,8,7,7,7,15,17,0,0,0,0,0,7,7,7,13,13,1,1,1,2,5
24067251,1391,*,*,*,*,GL50803_13747,,21935.89,8.75,8,4,4,4,7,8,2,2,2,3,14,8,9,9,24,24,4,4,4,10,25
24064078,1442,*,*,*,*,GL50803_7259,,32302.17,9.76,8,7,8,8,26,30,2,2,2,4,19,5,6,6,18,18,2,2,2,4,10
24062478,1478,*,*,*,*,GL50803_103878,,305542.2,6.28,8,7,7,7,9,10,1,1,1,1,5,3,3,3,3,3,1,1,1,1,3
24069000,1479,*,*,*,*,GL50803_137603,,52364.16,4.97,8,8,8,8,18,21,1,1,1,2,9,7,7,7,17,17,3,3,3,5,13
24070186,1508,*,-,*,-,GL50803_3342,,112394.78,8.95,8,8,8,8,16,18,0,0,0,0,0,6,6,6,8,8,0,0,0,0,0
24069037,1560,*,*,*,*,GL50803_9810,,12277.54,10.97,8,5,7,7,13,15,4,5,5,9,42,7,9,9,16,16,4,5,5,13,33
24069446,1567,*,-,*,*,GL50803_14895,,72163.13,5.11,8,4,4,4,9,10,0,0,0,0,0,7,8,8,20,20,2,2,2,2,5
24062511,1669,*,-,*,*,GL50803_17520,,97763.29,6.7,8,1,1,1,1,1,0,0,0,0,0,6,7,7,11,11,3,3,3,4,10
24049986,1673,*,-,*,*,GL50803_10221,,37913.18,9.39,8,7,9,9,24,27,0,0,0,0,0,7,7,7,16,16,1,1,1,3,8
24064004,1930,*,-,*,*,GL50803_17304,,87036.13,5.18,8,7,9,9,21,24,0,0,0,0,0,6,6,6,13,13,2,2,2,6,15
24066904,18,*,-,*,*,GL50803_13452,,147484.36,5.68,7,3,3,3,3,3,0,0,0,0,0,5,6,6,9,9,2,2,2,2,5
24065252,26,*,*,*,*,GL50803_4039,,77925.62,5.11,7,1,1,1,1,1,1,1,1,1,5,6,6,6,9,9,3,3,3,4,10
24065224,50,=,*g,=,#NAME?,GL50803_112633,,179883.6,5.92,7,3,3,0,5,6,1,1,1,1,5,7,7,0,12,12,1,1,0,2,5
24055544,64,*,*,*,*,GL50803_9803,,39175.86,8.63,7,2,2,2,4,5,1,1,1,2,9,6,6,6,8,8,3,3,3,9,23
850484,135,*,*,*,*,sp|TRYP_PIG|,,24409.48,7,7,5,6,6,25,29,3,4,4,9,42,5,6,6,23,23,5,7,7,19,48
24069771,147,-,*,*,*,GL50803_24321,,33325.7,5.12,7,0,0,0,0,0,1,1,1,4,19,3,3,3,4,4,6,7,7,12,30
24069778,150,*,*,*,*,GL50803_6939,,70019.4,5.52,7,4,5,5,9,10,1,1,1,2,9,7,7,7,13,13,1,1,1,3,8
24066390,188,*,-,*,*,GL50803_8741,,62572.53,5.31,7,4,4,4,6,7,0,0,0,0,0,5,5,5,13,13,1,1,1,1,3
"240,685,402,406,741,000,000,000",190,*g,-,*g,*g,"GL50803_113284,GL50803_92983,GL50803_114442",,"27712.04,30173.74,27548.67","8.61,9.15,8.66",7,5,6,1,11,13,0,0,0,0,0,7,7,1,20,20,1,1,1,1,3
24069748,218,*,-,*,*,GL50803_22165,,39535.43,6.46,7,5,5,5,9,10,0,0,0,0,0,7,7,7,11,11,1,1,1,1,3
24062678,241,*,-,*,*,GL50803_14800,,43686.83,5.2,7,7,7,7,22,25,0,0,0,0,0,7,7,7,14,14,1,1,1,1,3
24068636,259,*,*,*,*,GL50803_6242,,17367.78,4.56,7,2,2,2,5,6,1,1,1,2,9,7,10,10,27,27,4,4,4,16,40
24063645,274,*,*,*,*,GL50803_11380,,52118.96,8.11,7,1,1,1,1,1,1,1,1,1,5,7,8,8,16,16,1,1,1,3,8
24062627,290,*,*,*,*,GL50803_15823,,91495.79,5.81,7,2,3,3,7,8,3,3,3,7,33,1,2,2,6,6,5,5,5,10,25
24062631,327,*,*,*,*,GL50803_33166,,135889.95,6.3,7,3,4,4,6,7,2,2,2,3,14,4,5,5,12,12,5,5,5,10,25
24025990,360,*,-,*,*,GL50803_115159,,72203.26,5.67,7,2,2,2,2,2,0,0,0,0,0,7,8,8,11,11,1,1,1,1,3
24036076,407,*,-,*,*,GL50803_94117,,241082.23,6.06,7,1,1,1,1,1,0,0,0,0,0,6,6,6,11,11,3,3,3,3,8
24067518,409,*,-,*,-,GL50803_113024,,41561.62,5.49,7,6,8,3,35,40,0,0,0,0,0,7,9,4,29,29,0,0,0,0,0
24065324,457,*,*,*,*,GL50803_15427,,26569.95,6.95,7,3,3,3,3,3,1,1,1,5,23,7,7,7,15,15,3,3,3,7,18
24064101,467,*,-,*,-,GL50803_10971,,68898.13,9.59,7,7,7,7,10,11,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
24068556,553,*,*,*,*,GL50803_17106,,45036.19,8.48,7,2,2,2,2,2,1,1,1,1,5,6,6,6,9,9,1,1,1,2,5
24069637,582,*,-,*,-,GL50803_137712,,707706.44,6.08,7,3,3,3,5,6,0,0,0,0,0,6,6,6,7,7,0,0,0,0,0
24062692,601,*,*,*,*,GL50803_2101,,14385.79,5.7,7,2,2,2,2,2,1,1,1,1,5,7,7,7,14,14,2,2,2,7,18
24070042,680,*,-,*g,-,GL50803_15250,,66838.54,4.59,7,7,7,2,9,10,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0
24065620,685,*,-,*,*,GL50803_13382,,88079.5,6.02,7,6,7,7,17,19,0,0,0,0,0,2,3,3,6,6,1,1,1,1,3
24070448,706,*,-,*,*,GL50803_8429,,44807.42,5.15,7,7,8,8,23,26,0,0,0,0,0,4,5,5,8,8,2,2,2,3,8
24068936,729,*,*,*,*,GL50803_9196,,33875.65,5.99,7,7,7,7,17,19,1,1,1,1,5,5,5,5,10,10,2,2,2,5,13
24051098,764,*,*,*,*,GL50803_104685,,20223.63,4.73,7,5,5,5,28,32,3,3,3,13,60,6,6,6,32,32,2,2,2,15,38
24066791,792,*,-,*,*,GL50803_6022,,14051.17,9.07,7,5,5,5,6,7,0,0,0,0,0,7,7,7,10,10,1,1,1,1,3
24062712,830,*,*,*,*,GL50803_8064,,14596.02,8.67,7,5,6,5,24,27,2,2,2,11,51,7,10,8,54,54,2,3,3,23,58
24066730,834,*,-,*,-,GL50803_10705,,53689.17,4.66,7,7,8,8,16,18,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0
24066731,835,*,-,*,-,GL50803_15270,,55606.75,4.9,7,6,8,8,17,19,0,0,0,0,0,5,5,5,11,11,0,0,0,0,0
24067010,844,*,-,*,*,GL50803_6633,,46231.02,5.46,7,2,2,2,2,2,0,0,0,0,0,7,7,7,13,13,2,2,2,5,13
24067042,864,*,-,*,-,GL50803_14689,,98436.82,5.56,7,6,6,6,11,13,0,0,0,0,0,4,4,4,6,6,0,0,0,0,0
24067408,881,*,*,*,*,GL50803_8745,,157327.73,5.98,7,5,5,5,7,8,1,1,1,1,5,5,5,5,6,6,3,3,3,4,10
24067808,889,*,-,*,-,GL50803_94224,,50961.54,7.1,7,6,7,7,22,25,0,0,0,0,0,5,5,5,8,8,0,0,0,0,0
24064987,900,*,-,*,*,GL50803_3042,,62545.19,6.14,7,4,5,5,8,9,0,0,0,0,0,7,8,8,21,21,1,1,1,1,3
24066709,905,*,-,*,-,GL50803_8468,,32688.79,9.04,7,7,9,9,41,47,0,0,0,0,0,7,8,8,15,15,0,0,0,0,0
24066504,943,*,*,*,*,GL50803_16371,,77617.3,9.18,7,1,1,1,1,1,2,2,2,6,28,4,4,4,6,6,4,4,4,7,18
24065024,969,*,*,*,*,GL50803_7953,,39506.07,4.86,7,6,9,9,31,35,1,1,1,2,9,6,9,9,31,31,1,1,1,3,8
24069109,978,*,*,*,*,GL50803_137685,,80774.14,9.16,7,6,8,8,18,21,1,1,1,3,14,5,5,5,14,14,3,3,3,4,10
24065006,981,*,=,*,*,GL50803_3861,,45227.69,5.84,7,4,4,3,6,7,1,1,0,1,5,7,7,6,26,26,2,2,1,10,25
24069532,1016,*,*,*,*,GL50803_16376,,56953.92,8.2,7,3,3,3,6,7,2,2,2,2,9,6,6,6,13,13,3,3,3,7,18
24069523,1034,*,*,*,*,GL50803_7590,,27939.83,5.67,7,7,7,5,18,21,2,2,2,2,9,5,5,3,9,9,1,1,1,2,5
24069566,1097,*,-,*,*,GL50803_114497,,115744.52,8.68,7,6,7,7,16,18,0,0,0,0,0,5,6,6,14,14,2,2,2,2,5
24070377,1141,*,-,*,-,GL50803_9296,,26100.13,9.49,7,5,5,5,9,10,0,0,0,0,0,6,6,6,15,15,0,0,0,0,0
24065541,1153,*,*,*,*,GL50803_4509,,21774.27,8.45,7,7,10,10,27,31,1,1,1,3,14,4,4,4,15,15,1,1,1,4,10
24062428,1228,*,*,*,*,GL50803_14469,,26344.54,9.37,7,5,6,6,14,16,2,2,2,3,14,7,9,9,22,22,2,2,2,4,10
24064928,1249,*,-,*,-,GL50803_10623,,73844.74,5.71,7,4,6,6,11,13,0,0,0,0,0,7,8,8,15,15,0,0,0,0,0
24066610,1368,*,-,*,-,GL50803_112408,,203501.6,7.66,7,4,4,4,7,8,0,0,0,0,0,4,4,4,5,5,0,0,0,0,0
24064757,1369,*,*,*,*,GL50803_28699,,26739.09,9.46,7,7,12,12,33,38,1,1,1,1,5,6,8,8,24,24,1,1,1,3,8
24069495,1376,=,*g,=,#NAME?,GL50803_113836,,176060.11,5.4,7,4,4,0,5,6,1,1,1,1,5,7,7,0,12,12,1,1,0,2,5
24066234,1418,*,*,*,*,GL50803_17568,,59787.89,6.59,7,2,2,2,2,2,2,2,2,3,14,6,6,6,10,10,4,4,4,6,15
24065128,1425,*,*,*,*,GL50803_2198,,56964.56,5.84,7,2,2,2,2,2,1,1,1,1,5,4,4,3,9,9,1,1,1,2,5
24069821,1468,*,-,*,*,GL50803_16363,,53150.92,5.13,7,5,5,5,9,10,0,0,0,0,0,6,6,6,13,13,1,1,1,3,8
24069823,1470,*,*,*,*,GL50803_5333,,17275.12,4.29,7,4,6,6,15,17,2,2,2,4,19,5,6,6,15,15,5,6,6,17,43
24023403,1497,*,*,*,*,GL50803_10016,,35330.32,6.35,7,1,1,1,1,1,2,2,2,2,9,5,5,5,8,8,3,3,3,4,10
24066683,1504,*,*,*,*,GL50803_11301,,16793.4,7.76,7,5,6,6,10,11,4,5,5,12,56,6,9,9,34,34,4,5,5,26,65
24062452,1526,*,*,*,*,GL50803_87202,,76666.14,5.13,7,6,7,7,8,9,1,1,1,1,5,5,5,5,6,6,1,1,1,2,5
24069049,1576,*,*,*,*,GL50803_17056,,20855.31,9.48,7,7,9,9,22,25,1,1,1,1,5,6,7,7,19,19,1,1,1,3,8
24069854,1578,*,-,*,-,GL50803_17198,,85959.41,4.72,7,7,7,7,8,9,0,0,0,0,0,6,6,6,9,9,0,0,0,0,0
24068790,1594,*,*,*,*,GL50803_19003,,11976.1,11.38,7,4,4,4,8,9,2,2,2,2,9,6,7,7,11,11,2,2,2,7,18
24061913,1596,*,*,*,*,"GL50803_135003,GL50803_135002,GL50803_135001",,11099.86,10.75,7,4,4,4,16,18,1,1,1,1,5,7,7,7,18,18,2,2,2,2,5
24061918,1600,*,*,*,*,GL50803_12162,,60763.83,8.07,7,1,1,1,2,2,2,2,2,8,37,7,7,7,8,8,4,4,4,11,28
24042178,1607,*,-,*,*,GL50803_16390,,301317.75,6.2,7,6,6,6,8,9,0,0,0,0,0,3,3,3,4,4,2,2,2,3,8
24068789,1616,-,*,*,*,GL50803_16235,,46097.22,9.21,7,0,0,0,0,0,2,2,2,3,14,5,5,5,12,12,4,4,4,9,23
24069874,1697,*,*,*,*,GL50803_98056,,18680.66,10.19,7,6,6,6,8,9,2,2,2,4,19,5,6,6,10,10,2,2,2,6,15
24067626,1718,*,*,*,*,GL50803_11950,,20161.61,10.49,7,5,5,5,7,8,1,1,1,4,19,7,7,7,16,16,3,3,3,5,13
24070270,1746,*,*,*,*,GL50803_6133,,17453.88,10.34,7,6,6,6,14,16,4,4,4,10,46,6,7,7,16,16,4,4,4,19,48
24067685,1750,*,-,*,*,GL50803_93551,,128508.26,5.39,7,2,2,2,2,2,0,0,0,0,0,6,7,7,12,12,4,4,4,7,18
24062941,1752,*,-,*,*,GL50803_16928,,43506.33,8.85,7,7,7,7,18,21,0,0,0,0,0,3,3,3,4,4,1,1,1,1,3
24062939,1753,*,-,*,-,GL50803_8382,,30008.89,9.26,7,6,8,8,14,16,0,0,0,0,0,5,6,6,8,8,0,0,0,0,0
24068715,1754,*,*,*,*,GL50803_9720,,112846.64,5.25,7,1,1,1,1,1,1,1,1,2,9,5,5,5,7,7,3,3,3,3,8
24068701,1768,*,-,*,-,GL50803_14650,,59559.83,6.16,7,7,7,7,14,16,0,0,0,0,0,3,3,3,6,6,0,0,0,0,0
24062927,1773,*,-,*,*,GL50803_9848,,10447.97,6.9,7,5,6,6,31,35,0,0,0,0,0,6,8,8,45,45,2,3,3,16,40
24062985,1825,*,-,*,*,GL50803_29327,,22842.19,8.78,7,6,6,6,12,14,0,0,0,0,0,6,6,6,13,13,1,1,1,1,3
24066293,1834,*,*,*,*,GL50803_15228,,14748.34,10.22,7,7,10,10,28,32,2,2,2,2,9,5,7,7,29,29,1,1,1,3,8
24065163,1838,*,-,*,-,GL50803_113723,,43129.64,4.92,7,7,7,7,17,19,0,0,0,0,0,6,6,6,14,14,0,0,0,0,0
24062067,1849,*,*,*,*,GL50803_12981,,21025.21,9.88,7,5,5,5,8,9,1,1,1,2,9,5,5,5,9,9,2,2,2,5,13
24064058,1853,*,*,*,*,GL50803_15483,,42473.9,9.28,7,6,9,9,30,34,1,1,1,5,23,5,8,8,15,15,2,2,2,7,18
24045397,1887,*,-,*,*,GL50803_16779,,32760.97,5.03,7,5,5,4,20,23,0,0,0,0,0,7,8,7,41,41,5,5,4,15,38
566335,1914,*,=,=,=,sp|ALBU_HUMAN|,,69366.68,5.92,7,4,4,1,10,11,3,3,0,10,46,5,7,0,27,27,6,7,0,24,60
24070202,1917,*,*,*,*,GL50803_93294,,138987.55,4.89,7,4,4,4,9,10,2,2,2,3,14,5,5,5,10,10,2,2,2,7,18
24070218,1929,*,-,#NAME?,#NAME?,GL50803_114891,,85644.03,5.06,7,5,5,0,12,14,0,0,0,0,0,6,6,0,20,20,1,1,0,1,3
24063120,61,*,-,*,*,GL50803_22808,,105283.86,6.02,6,3,3,3,3,3,0,0,0,0,0,4,4,4,6,6,3,3,3,5,13
24065203,67,*,*,*,*,GL50803_4349,,24717.21,4.93,6,6,6,6,13,15,1,1,1,2,9,6,6,6,18,18,3,3,3,4,10
24064203,77,*,*,*,*,GL50803_11486,,31843.96,5.8,6,1,1,1,1,1,2,2,2,5,23,5,5,5,8,8,2,2,2,7,18
24062572,131,*,=,*,*,GL50803_8903,,29144.54,5.25,6,5,5,4,10,11,1,1,0,3,14,5,6,5,17,17,3,3,1,5,13
24070091,132,*,-,*,-,GL50803_101955,,85835.4,8.31,6,6,8,8,12,14,0,0,0,0,0,5,6,6,11,11,0,0,0,0,0
23991767,137,*,-,*,*,GL50803_10843,,58447.3,5.48,6,3,3,3,4,5,0,0,0,0,0,6,6,6,16,16,1,1,1,1,3
24069393,144,*,*,*,*,GL50803_16993,,122975.36,8.94,6,2,2,2,3,3,1,1,1,3,14,3,3,3,3,3,3,3,3,5,13
24069774,149,*g,-,*,-,GL50803_16795,,57017.74,8.97,6,1,1,1,3,3,0,0,0,0,0,6,6,4,15,15,0,0,0,0,0
24069388,155,*,*,*,-,GL50803_8916,,67673.36,7.97,6,6,7,7,12,14,1,1,1,1,5,1,1,1,5,5,0,0,0,0,0
24063172,160,*,*,*,*,GL50803_4259,,30431.19,5.6,6,4,4,4,7,8,1,1,1,4,19,6,7,7,9,9,1,1,1,2,5
24069370,175,-,*,*,*,GL50803_16766,,65970.7,6.08,6,0,0,0,0,0,1,1,1,2,9,5,5,5,6,6,2,2,2,4,10
24070522,267,*,-,-,-,GL50803_16482,,46029.86,8.63,6,6,8,8,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24066885,291,*,*,*,*,GL50803_16567,,74722.48,6.85,6,5,5,5,6,7,1,1,1,1,5,4,4,4,7,7,1,1,1,2,5
24062629,292,*,-,*,*,GL50803_4026,,47871.18,5.5,6,5,6,6,18,21,0,0,0,0,0,5,6,6,14,14,1,1,1,2,5
24070111,322,*,-,*,-,GL50803_14235,,37695.59,9.54,6,6,6,6,17,19,0,0,0,0,0,5,5,5,10,10,0,0,0,0,0
24067133,379,*,*,*,*,GL50803_15454,,53180.94,6.8,6,3,3,3,4,5,3,3,3,3,14,3,3,3,3,3,3,3,3,7,18
24066833,398,*,*,*,*,GL50803_14019,,33056.27,5.12,6,5,6,5,28,32,1,1,1,4,19,5,6,5,42,42,3,3,2,16,40
24067113,400,*,-,*,-,GL50803_16829,,21745.96,5.42,6,4,5,5,15,17,0,0,0,0,0,4,4,4,9,9,0,0,0,0,0
24064147,418,*,*,*,*,GL50803_17400,,35433.59,7.69,6,1,1,1,3,3,2,2,2,2,9,4,4,4,9,9,2,2,2,3,8
24064158,431,*,*,*,*,GL50803_17082,,123228.01,5.67,6,3,3,3,3,3,1,1,1,1,5,3,3,3,4,4,3,3,3,4,10
24065391,434,*,-,*,*,GL50803_113554,,50228.75,7.59,6,2,2,2,5,6,0,0,0,0,0,5,5,5,11,11,3,3,3,3,8
23999210,453,*,-,*,-,GL50803_2555,,22156.05,9.72,6,6,8,8,24,27,0,0,0,0,0,2,2,2,3,3,0,0,0,0,0
24063924,456,*,*,*,*,GL50803_16967,,154889.94,6.01,6,1,1,1,3,3,1,1,1,1,5,4,4,4,5,5,4,4,4,6,15
24064103,462,*,*,*,*,GL50803_24662,,57067.08,5.54,6,4,4,4,11,13,3,3,3,6,28,3,3,3,9,9,3,3,3,12,30
24064126,481,*,*,*,*,GL50803_16969,,18713.2,5.42,6,2,2,2,2,2,3,4,4,5,23,4,5,5,13,13,6,7,7,14,35
24065339,494,*,-,*,*,GL50803_8217,,66044,6.52,6,1,1,1,1,1,0,0,0,0,0,6,6,6,15,15,1,1,1,2,5
24068548,541,*,-,*,*,GL50803_5517,,10484.28,10.55,6,1,1,1,2,2,0,0,0,0,0,6,7,7,11,11,1,1,1,1,3
24066480,606,*,-,*,*,GL50803_113365,,221071.95,7.26,6,2,2,2,2,2,0,0,0,0,0,2,2,2,3,3,3,3,3,4,10
24070029,638,*,*,*,*,GL50803_6135,,15725.26,10.31,6,5,5,5,9,10,3,3,3,4,19,4,4,4,7,7,4,4,4,8,20
24062785,647,*,-,*,-,GL50803_10825,,84270.09,5.12,6,5,5,5,7,8,0,0,0,0,0,4,4,4,8,8,0,0,0,0,0
24070032,654,*,-,*,*,GL50803_16573,,68402.89,9.18,6,6,6,6,15,17,0,0,0,0,0,3,3,3,8,8,1,1,1,1,3
24069625,698,*,*,*,*,GL50803_7766,,28071.85,4.71,6,3,3,3,6,7,2,2,2,4,19,6,6,6,24,24,2,2,2,11,28
24025415,721,*,*,*,*,GL50803_91056,,47619.9,8.54,6,2,2,2,4,5,2,2,2,6,28,5,5,5,11,11,5,5,5,16,40
24065640,730,-,-,*,*,GL50803_112112,,136313.03,5.86,6,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,1,1,1,3
24068526,742,*,*,*,*,GL50803_3678,,29479.67,7.67,6,5,5,5,10,11,1,1,1,2,9,5,5,5,14,14,1,1,1,1,3
24067859,757,*,*,*,*,GL50803_17143,,60525.49,6.76,6,4,4,4,6,7,1,1,1,1,5,6,6,6,17,17,2,2,2,3,8
24070418,765,*,-,*,-,GL50803_31978,,199572.98,5.29,6,6,6,6,9,10,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0
24068504,805,*,-,*,-,GL50803_15987,,38649.99,9.53,6,6,9,9,22,25,0,0,0,0,0,6,8,8,14,14,0,0,0,0,0
24068972,843,*,-,*,*,GL50803_13127,,28394.66,6.84,6,1,1,1,1,1,0,0,0,0,0,5,5,5,10,10,1,1,1,2,5
24067045,856,*,-,*,*,GL50803_112978,,300501.1,5.42,6,6,6,6,7,8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3
24064186,891,*,*,*,*,GL50803_2980,,26742.4,5.98,6,2,2,2,3,3,2,2,2,4,19,3,3,3,5,5,4,4,4,6,15
24064986,904,*,-,*,*,GL50803_17246,,23985.75,6.32,6,6,6,6,10,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3
24066516,932,*,*,*,*,GL50803_5375,,44942.37,9.2,6,2,2,2,2,2,2,2,2,4,19,5,5,4,7,7,2,2,2,3,8
24064875,959,*,-,*,*,GL50803_4507,,99351.15,5.42,6,1,2,2,4,5,0,0,0,0,0,6,6,6,8,8,1,1,1,1,3
24067399,982,*,*,*,*,GL50803_10370,,52669.96,9.32,6,4,4,4,7,8,1,1,1,1,5,6,6,6,9,9,2,2,2,3,8
24066592,997,*,-,*,*,GL50803_15538,,38255.59,5.08,6,4,4,4,6,7,0,0,0,0,0,5,5,5,8,8,2,2,2,4,10
24069522,1033,*,*,*,*,GL50803_14490,,99767.19,8.09,6,5,8,8,22,25,1,1,1,1,5,5,7,7,15,15,1,1,1,2,5
24066563,1043,*,-,*,-,GL50803_4602,,33265.66,9.19,6,6,7,7,15,17,0,0,0,0,0,3,3,3,14,14,0,0,0,0,0
24063875,1047,*,-,*,-,GL50803_6886,,102835.92,6.69,6,4,4,4,4,5,0,0,0,0,0,3,3,3,4,4,0,0,0,0,0
24063820,1063,*,*,*,*,GL50803_103855,,48282.3,5.99,6,6,6,6,14,16,1,1,1,1,5,5,5,5,11,11,2,2,2,4,10
24009926,1080,*,-,*,-,GL50803_16902,,109298.22,6.12,6,5,5,5,9,10,0,0,0,0,0,5,5,5,8,8,0,0,0,0,0
24069157,1088,=,-,=,*g,GL50803_112519,,20239.95,6.54,6,4,5,0,9,10,0,0,0,0,0,6,6,0,16,16,1,1,1,1,3
24063837,1113,*,-,*,*,GL50803_32312,,56711.59,6.43,6,4,4,4,5,6,0,0,0,0,0,6,6,6,10,10,1,1,1,1,3
24070361,1127,=,*,*,*,GL50803_6289,,14958.15,5.78,6,1,1,0,4,5,1,1,1,2,9,6,6,5,10,10,1,1,1,3,8
24067734,1128,*,-,*,*,GL50803_14796,,90308.77,5.74,6,4,4,4,5,6,0,0,0,0,0,4,4,4,6,6,2,2,2,2,5
24068468,1193,-,*,*,*,GL50803_2452,,33970.75,6.01,6,0,0,0,0,0,1,1,1,1,5,5,6,6,9,9,4,4,4,9,23
24065502,1215,*,*,*,*,GL50803_104150,,77190.21,8.76,6,3,3,3,3,3,1,1,1,1,5,6,6,6,8,8,3,3,3,6,15
24067789,1216,*,-,*g,-,GL50803_41942,,61722.82,5.01,6,6,6,1,8,9,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0
24062896,1299,*,-,*,*,GL50803_8235,,33648.48,6.28,6,1,1,1,1,1,0,0,0,0,0,5,5,4,8,8,2,2,2,5,13
24067305,1312,*,*,*,*,GL50803_16368,,12158.02,9.79,6,6,8,8,17,19,2,2,2,3,14,5,6,6,9,9,2,2,2,2,5
24065084,1336,*,*,*,*,GL50803_17617,,28895.56,8.81,6,5,5,5,18,21,1,1,1,2,9,3,3,3,8,8,1,1,1,2,5
24051390,1359,*,*,*,*,GL50803_7878,,15725.93,10.19,6,4,4,4,11,13,1,1,1,6,28,6,6,6,14,14,2,2,2,9,23
24069494,1378,*,*,*,*,GL50803_8444,,73714.51,8.51,6,4,4,4,9,10,2,2,2,6,28,6,7,7,13,13,2,2,2,8,20
24064370,1410,*,-,*,-,GL50803_91761,,66650.55,7.59,6,6,6,6,12,14,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
23993980,1416,*,*,*,*,GL50803_16833,,64666.8,4.63,6,2,2,2,4,5,2,2,2,4,19,6,6,6,7,7,2,2,2,6,15
24067274,1426,*,-,*,-,GL50803_21321,,72772.04,5.45,6,4,4,1,9,10,0,0,0,0,0,5,5,1,9,9,0,0,0,0,0
24065118,1433,*,-,-,-,GL50803_86593,,352507.44,6.19,6,6,6,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24064083,1438,*,-,*,*,GL50803_16709,,213472.17,5.63,6,5,5,5,6,7,0,0,0,0,0,3,3,3,4,4,1,1,1,1,3
24064077,1443,*,-,*,-,GL50803_93278,,119012.94,5.75,6,5,5,5,10,11,0,0,0,0,0,5,6,6,9,9,0,0,0,0,0
